id,original_post_id,undergrad_gpa,undergrad_gpa_out_of,grad_gpa,grad_gpa_out_of,gre_quant,gre_verbal,gre_writing,undergrad_institution,grad_institution,undergrad_major,grad_major,math_courses,phd_course_taken,research_experience,publications,work_experience_years,letters_of_rec,schools_applied,schools_accepted,schools_rejected,schools_waitlisted,funding_status,extracted_at
17553,125110,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17554,125141,3.51,4.0,3.8,4.0,,,,TOP 60 US school,TOP 200ish US school,psychology,statistics,[],False,True,1.0,0.0,"two from professors I worked with in research, one from strategy professor, one from statistics professor","['Top 50 to 100 schools', 'top 20', 'top 40', 'top 40-50']",[],[],[],,2025-12-10 21:53:44.443224
17555,125179,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17556,125211,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17557,125213,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17558,125237,8.65,10.0,,,165.0,150.0,,IIT Hyderabad,,Electrical Engineering,,[],False,True,2.0,0.0,,"['Harvard University', 'University of California, Los Angeles', 'Carnegie Mellon University', 'Princeton University', 'Cornell University', 'Yale University', 'University of Illinois at Urbana-Champaign', 'Columbia University', 'University of Texas at Austin', 'University of Chicago', 'University of Michigan', 'University of Pennsylvania', 'Purdue University', 'University of California San Diego', 'MIT', 'University of Cambridge', 'University of Oxford', 'Imperial College London', 'NUS', 'NTU']",[],[],[],,2025-12-10 21:53:44.443224
17559,125260,3.76,4.0,,,166.0,162.0,4.5,Top 2 University in mainland China,,Economics & Finance,,"['Calculus', 'Linear Algebra', 'Probability and Mathematical Statistics', 'Differential Equations', 'Measurement and Integration', 'Probability Theory']",False,True,,0.0,"Undergraduate mentor, Class supervisor, Professor from Canadian school",[],[],[],[],,2025-12-10 21:53:44.443224
17560,125262,,,,,,,,Tsinghua,,,,[],,,,,,['Austin'],[],[],[],,2025-12-10 21:53:44.443224
17561,125265,,,,,,,,Tsinghua University,,,,[],False,,,,,['LSE'],[],[],[],,2025-12-10 21:53:44.443224
17562,125271,,,,,,,,,Oxford,,Marketing Management,[],False,,,,,['Oxford'],['Oxford'],[],[],,2025-12-10 21:53:44.443224
17563,125272,9.1,10.0,,,168.0,154.0,,,,,,[],False,,,,,"['Georgia Tech', 'North Carolina State University', 'Virginia Tech']",[],[],[],,2025-12-10 21:53:44.443224
17564,125386,,,,,,,,,Waterloo,,,[],False,,,,,[],['Western Ontario'],[],[],,2025-12-10 21:53:44.443224
17565,125411,3.6,4.0,4.0,4.0,,,,public italian university,very well known master in europe,Pure Math,Economics,"['number theory', 'Real Analysis', 'Game Theory', 'Econometrics', 'Adv Micro', 'Adv Math', 'Adv Stats', 'Institutions', 'Adv Macro', 'Political Economics', 'Adv Econometrics', 'Probability']",True,True,,,"Game theory professor, stat professor and course director, possible political economy professor","['NYU', 'Caltech', 'Columbia', 'LSE']",[],[],[],Full scholarship for outstanding students,2025-12-10 21:53:44.443224
17566,125280,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17567,125281,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17568,125318,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17569,125330,3.85,4.0,4.0,4.0,151.0,161.0,,,,IT,Marketing,[],False,,,3.0,,"['Northwestern University', 'New York University']",[],[],[],,2025-12-10 21:53:44.443224
17570,125331,3.14,4.0,,,161.0,145.0,3.0,SirMVIT,,Telecommunication,,['Mathematics'],False,True,,0.0,,"['University of Illinois At Urbana-Champaign', 'University of California, Santa Barbara', 'Purdue University', 'University of Florida', 'University of California, Los Angeles', 'Ohio State University', 'University of California, San Diego', 'University of Colorado-Boulder', 'University of Minnesota - TC', 'Rutgers, the State University of New Jersey--New Brunswick', 'Arizona State University', 'University of Massachusetts-Amherst', 'Iowa State University', 'Oregon State University', 'Kansas State University', 'University of Pittsburgh', 'Clemson University', 'Colorado State University', 'Rochester Institute of Technology', 'University of Cincinnati', 'San Diego State University', 'University Of Houston, Houston, TX']",[],[],[],,2025-12-10 21:53:44.443224
17571,132004,,,,,,,,,,,,[],False,,,,,"['University of Wyoming', 'Colorado State University']",['Colorado State University'],['University of Wyoming'],[],None,2025-12-10 21:53:44.443224
17572,125334,3.2,4.0,3.2,4.0,,,,Maputo University,Brandeis University,Finance,International Finance,[],False,True,,2.0,3 letters from graduate business school,"['Drexel University', 'Katz Graduate School of Business', 'University of California at Davis']",[],[],[],Fulbright scholar and leadership scholarship,2025-12-10 21:53:44.443224
17573,125346,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17574,125366,9.3,10.0,,,165.0,,,Top Spanish University in Econ,Toulouse,Finance,Economics,"['Math for Econ', 'Statistics I', 'Statistics II', 'Financial Math', 'Advanced Calculus']",False,True,,1.0,"1 from LSE PhD, 1 unknown Spanish PhD, 1 from either a Pittsburgh PhD or another unknown prof","['Maryland', 'UNC', 'Illinois', 'Minnesota', 'Wisconsin', 'Ohio State', 'Texas at Austin', 'ASU', 'Indiana', 'Colorado', 'Toronto', 'British Columbia', 'Duke', 'Michigan']",[],[],[],Received scholarship from La Caixa,2025-12-10 21:53:44.443224
17575,125370,,,,,,,,,,,,[],False,,,,,"['Michigan', 'Maryland', 'Ohio State', 'UNC at Chapel Hill', 'UMinnesota', 'UWisconsin', 'Indiana', 'UColorado', 'U.Utah', 'U. Syracuse', 'U. Virginia', 'U. Iowa', 'Georgia Tech', 'Michigan State', 'NCState', 'UWSL', 'Vanderbilt', 'Notre Dame', 'Penn State']",[],[],[],,2025-12-10 21:53:44.443224
17576,125371,,,,,,,,,,,,[],False,,,,,"['Michigan', 'Maryland', 'Ohio State', 'UNC at Chapel Hill', 'UMinnesota', 'UWisconsin', 'Indiana', 'UColorado', 'U.Utah', 'U. Syracuse', 'U. Virginia', 'U. Iowa', 'Georgia Tech', 'Michigan State', 'NCState', 'UWSL', 'Vanderbilt', 'Notre Dame', 'Penn State']",[],[],[],,2025-12-10 21:53:44.443224
17577,125372,4.0,4.0,,,165.0,159.0,4.5,,,Economics and Applied Mathematics,,"['Calculus I', 'Calculus II', 'Calculus III', 'Advanced Math', 'Differential Equations I', 'Linear Algebra', 'Differential Equations II', 'Modern Algebra', 'Computational Math', 'Real Analysis', 'Math Techniques in Modeling', 'Math Independent Research']",False,True,0.0,,"One from labor professor (top 5 PhD), one from econometrics professor (highly-rated foreign PhD), others could be from various professors: micro professor (top 15 PhD), macro professor (top 10 PhD), and potentially one from a professor (top 40 PhD) who nominally sponsored my econ research.","['Top 20', 'Duke', 'Maryland', 'Virginia', 'Vanderbilt']",[],[],[],Full-ride scholarship,2025-12-10 21:53:44.443224
17578,125375,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17579,125793,,,,,164.0,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17580,125414,3.44,4.0,3.7,4.0,,,,CBM,Yonsei,BBA,MBA,"['Introductory Stats', 'Calculus', 'Econometrics']",False,False,,3.0,"Can have three professors write letters for me, but as I have never done any research at all, they can speak only classroom performance",[],[],[],[],,2025-12-10 21:53:44.443224
17581,125415,2.5,4.0,3.8,4.0,,,,Ivy League school,prominent East Coast university,Psychology,Psychology,[],False,True,3.0,5.0,not sure how strong the LoRs will be,[],[],[],[],,2025-12-10 21:53:44.443224
17582,125469,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17583,125451,3.75,4.0,,,162.0,162.0,5.0,top 60 U.S. liberal arts college,,economics and math,,"['Calc I', 'Calc II', 'Linear Algebra', 'Vector Calculus', 'Mathematical Statistics I', 'Mathematical Statistics II', 'Real Analysis', 'Abstract Algebra']",False,True,1.0,,"3 Econ Profs, none very well known","['NC State', 'Iowa State', 'George Mason', 'U Oregon', 'U Illinois at Chicago']",[],[],[],likely,2025-12-10 21:53:44.443224
17584,125475,,,,,,,,,,,,[],True,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17585,125477,,,,,,,,,,,,['multivariate statistics'],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17586,125486,,,,,,,,,University of Florida,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17587,125493,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17588,125517,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17589,125518,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17590,125532,3.52,4.0,3.4,4.0,,,,ok university of India,IIT Kanpur,Mechanical Engineering,IE & Management,[],False,True,1.0,8.0,"1 good letter from masters’ Thesis guide, professional recos from supervisors",[],[],[],[],,2025-12-10 21:53:44.443224
17591,125552,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17592,125560,3.91,4.0,,,151.0,159.0,4.5,small state school in Maryland,,Finance,,['Calculus I'],False,,,2.0,,"['Harvard', 'University of Maryland', 'University of Texas', 'George Washington University', 'Florida International University', 'Texas A & M', 'University of South Carolina', 'University of Texas @ Austin', 'Louisiana State University', 'Old Dominion University', 'University of Hawaii']",[],[],[],,2025-12-10 21:53:44.443224
17593,125733,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17594,125561,,,,,,,,,,,,"['Calculus 2', 'Linear Algebra', 'Calculus 3', 'Calculus 4']",False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17595,125578,,,,,,,,,University of Connecticut,Economics,,[],False,True,,4.0,,[],[],[],[],Employer funded,2025-12-10 21:53:44.443224
17596,125581,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17597,125588,,,,,,,,,University of Chicago,,,[],,,,,,[],[],[],[],unfunded offers,2025-12-10 21:53:44.443224
17598,125591,,,,,,,,,University of Chicago,,,[],,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17599,125605,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17600,125734,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17601,132123,,,,,,,,,Stanford Graduate School of Business,,,[],False,,,,,['Stanford Graduate School of Business'],[],['Stanford Graduate School of Business'],[],NA,2025-12-10 21:53:44.443224
17602,125631,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17603,125687,,,,,170.0,,3.5,,,,,[],False,,,,,['Stanford'],[],[],[],,2025-12-10 21:53:44.443224
17604,125693,,,,,,,3.5,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17605,125694,,,,,,99.0,4.0,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17606,125700,,,,,156.0,150.0,3.0,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17607,125711,3.95,4.0,,,168.0,167.0,,Top 5 US Liberal Arts College,,,,"['Real Analysis II', 'Real Analysis I', 'Intro Analysis', 'Probability Theory', 'Abstract Algebra', 'Operations Research', 'Combinatorics', 'Linear Algebra']",True,True,1.0,2.0,"Very Unknown Young Grad Prof (very strong), Very Unknown LAC Prof Coauthor (probably strong), Recently Tenured T20 for whom I RAed (who knows), Very Unknown Young LAC Econometrics Professor (strong)","['MIT', 'Harvard', 'Harvard GSB', 'Princeton', 'Stanford', 'Stanford GSB', 'Berkeley', 'Berkeley Haas', 'Yale', 'Chicago', 'Chicago Booth', 'Columbia', 'NYU', 'UCLA', 'UCSD', 'Caltech']",[],[],[],,2025-12-10 21:53:44.443224
17608,125729,,,,,,,,,,,,[],False,True,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17609,125798,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17610,125807,2.4,4.0,,,170.0,158.0,,IIT Roorkee,,Physics,,[],False,True,1.0,,,"['UMichigan', 'UTexas(Austin)', 'Brown Univ', 'Syracuse Univ']",[],[],[],,2025-12-10 21:53:44.443224
17611,125808,3.9,4.0,,,165.0,167.0,,very highly regarded liberal arts college,,Economics,,"['Calculus', 'Statistics']",False,True,2.0,3.0,Undergrad profs (1 Harvard),[],[],[],[],,2025-12-10 21:53:44.443224
17612,125858,3.7,4.0,3.5,,170.0,130.0,4.5,,,Math,Finance,"['honors algebra', 'analysis', 'Probability', 'Stochastic Processes', 'Complex Analysis', 'Game Theory']",False,True,0.0,2.0,,[],[],[],[],,2025-12-10 21:53:44.443224
17613,125860,,,,,,,,,,,,[],False,,,,,"['Carnegie Mellon University', 'Princeton University', 'Baruch College']",[],[],[],,2025-12-10 21:53:44.443224
17614,125873,,,,,,,6.0,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17615,125878,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17616,125912,3.69,4.0,3.5,4.0,170.0,630.0,4.0,Public Ivy,,"Economics, Applied Math",,"['Calculus I', 'Calculus II', 'Calculus III', 'Matrix Algebra', 'Differential Equations', 'Linear Algebra', 'Applied Regression', 'Intro Modeling', 'Probability & Statistics', 'Mathematical Reasoning', 'Real Analysis', 'Advanced Multivariable', 'Linear Optimization', 'Nonlinear Optimization', 'Discrete Optimization', 'Applied Linear Algebra', 'Portfolio Statistical Methods']",False,True,1.0,2.0,"Graduate director (Very Strong), Math Professor (Strong), B-School Professor (Good-Strong), Managing Principal (Very Strong), Senior Lecturer (Very Strong)",[],[],[],[],,2025-12-10 21:53:44.443224
17617,125929,,,,,,,,,Texas A&M University,,Management Information Systems,[],False,,,,,[],['Texas A&M University'],[],[],,2025-12-10 21:53:44.443224
17618,126042,3.04,4.0,,,157.0,142.0,3.0,,,,,[],False,,,2.0,,"['University of North Carolina Charlotte', 'University of Houston Main Campus', 'Texas State University San Marcos', 'New Jersey Institute of Technology', 'Northeastern University', 'University of Texas Dallas']",[],[],[],,2025-12-10 21:53:44.443224
17619,125931,3.67,4.0,,,,,,,Texas A&M University,,Management Information Systems,[],False,,,,,"['Carnegie Mellon University', 'Texas A&M University']",[],[],[],,2025-12-10 21:53:44.443224
17620,125939,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17621,125940,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17622,125941,,,,,,,,,,,,[],False,,,5.0,,"['CMU-Heinz', 'NYU-Stern', 'Kelly', 'TAMU-Mays', 'Syracuse']",[],[],[],,2025-12-10 21:53:44.443224
17623,125951,,,,,,,,,,Physics,,[],False,,,,,['Stanford'],[],[],[],,2025-12-10 21:53:44.443224
17624,125956,2.64,4.0,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17625,125968,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17626,125969,,,,,,,,,,math,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17627,125978,3.02,4.0,,,158.0,157.0,,Top 50 Small Liberal Arts College,Wayne State,Economics,,"['Calc I', 'Calc II', 'Linear Algebra', 'Stats', 'Symbolic Logic']",False,False,,1.0,A few economists few heard of but all of them really like me,"['FSU', 'Clemson', 'WVU']",[],[],[],,2025-12-10 21:53:44.443224
17628,126284,3.9,4.0,,,170.0,153.0,4.0,Top 5 University in China,,Economics and English,,"['Math Analysis', 'Calculus II', 'Calculus III', 'Real Analysis', 'Linear Algebra', 'Ordinary Differential Equations', 'Partial Differential Equations', 'Probability and Statistics', 'Math Modeling', 'Stochastic Process', 'Applied Operational Research', 'Complex Analysis']",False,True,,,"Expecting three from professors, not well-known","['Duke', 'Vanderbilt', 'Tufts', 'UCSB', 'LSE', 'UBC']",[],[],[],,2025-12-10 21:53:44.443224
17629,125984,3.83,4.0,,,165.0,166.0,4.5,Public,,Math,,"['Calculus I', 'Calculus II', 'Calculus III', 'Linear Algebra I', 'Linear Algebra II', 'Ordinary Differential Equations I', 'Ordinary Differential Equations II', 'Discrete Math', 'Real Analysis I', 'Real Analysis II', 'Probability']",True,True,,1.0,"3 good ones out of 4, possibly including a math professor",[],[],[],[],,2025-12-10 21:53:44.443224
17630,125987,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17631,125988,,,,,,,,,,,,"['analysis', 'topology']",,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17632,125990,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17633,125993,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17634,126002,8.08,10.0,8.0,10.0,,,,NIT DGP,NIT DGP,Computer Science Engineering,Operations Research,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17635,126039,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17636,126040,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17637,126046,,,,,170.0,157.0,5.0,top Asian university,,Computer Science,,[],False,True,0.0,2.0,,['University of Toronto'],[],[],[],,2025-12-10 21:53:44.443224
17638,126074,,,,,,,,,,,,['Real Analysis'],False,,,,,"['MIT', 'Stanford']",[],['MIT'],[],,2025-12-10 21:53:44.443224
17639,126095,2.68,4.0,,,163.0,153.0,3.5,,,Electronics and Telecommunications,,[],False,,,1.0,,[],[],[],[],,2025-12-10 21:53:44.443224
17640,126096,3.97,4.0,,,166.0,161.0,4.0,private university in the U.S.,,Finance,,"['Calculus 1', 'Calculus 2', 'Calculus 3', 'Linear Algebra', 'Probability and Statistics', 'Statistics', 'Discrete Mathematics 1', 'Real Analysis 1', 'Real Analysis 2', 'Graduate Game Theory', 'Actuarial Math', 'Graduate Complex Analysis', 'Topology', 'Ordinary Differential Equations']",False,True,1.0,3.0,"2 from econ department, 1 from math department","['Cornell', 'UT Austin', 'UC schools']",[],[],[],,2025-12-10 21:53:44.443224
17641,126098,,,,,,,,,,,,[],False,,,,10,[],[],[],[],,2025-12-10 21:53:44.443224
17642,126099,,,,,,,,,,,,[],,,,,,"['UCSD', 'Northwestern', 'Stanford']",[],[],[],,2025-12-10 21:53:44.443224
17643,126100,,,,,,,,,,,,[],False,True,0.0,,,"['Northwestern', 'Stanford']",['UCSD'],[],[],,2025-12-10 21:53:44.443224
17644,126425,,,,,,,,,,,Math,['Math major'],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17645,126101,,,,,166.0,159.0,4.0,,University of Minnesota,,,"['multivariate calculus', 'linear algebra']",False,,,,,['University of Minnesota'],[],[],[],,2025-12-10 21:53:44.443224
17646,126107,3.81,4.0,,,170.0,630.0,4.0,Private US top20,Private US top25,Math and Economics,Applied Statistics,"['Calculus I', 'Calculus II', 'Calculus III', 'Linear Algebra', 'Probability', 'Statistics', 'Ordinary Differential Equations', 'Partial Differential Equations', 'Intro to Proof', 'Numerical Analysis', 'Real Analysis I', 'Real Analysis II', 'Abstract Algebra', 'Topics in Algebra']",False,True,1.0,,"1 very famous econ professor, 1 not famous assistant professor, 2 more from graduate schools",[],[],[],[],,2025-12-10 21:53:44.443224
17647,126108,,,,,,,,,,,,[],True,,,,grad econ profs,[],[],[],[],,2025-12-10 21:53:44.443224
17648,126116,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:53:44.443224
17649,126150,,,,,,,,,,,,[],False,,,,"3 LORs planned, one professor knows the applicant well",[],[],[],[],,2025-12-10 21:53:44.443224
17650,132005,,,,,,,,,University of Connecticut,,Agricultural and Resource Economics,[],False,,,,One of my letter writers got his PhD from UConn (Econ),['University of Connecticut'],['University of Connecticut'],[],[],No information,2025-12-10 21:53:44.443224
17651,126170,,,,,,,,University of Chicago,,,,['stochastic processes'],False,,,1.0,,[],[],[],[],,2025-12-10 21:54:54.555536
17652,126178,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17653,126186,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17654,126187,,,,,,,,,Tufts University,,Economics,[],False,,,,,[],['Tufts University'],[],[],,2025-12-10 21:54:54.555536
17655,126200,3.89,4.0,,,,,,,,Economics,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17656,126211,3.1,4.0,,,161.0,148.0,,,,Computer Science,,[],False,,,2.0,"decent LOR from dean, HOD, Professor and one from Sr Manager at work",[],[],[],[],looking for some scholarship,2025-12-10 21:54:54.555536
17657,126227,3.85,4.0,,,164.0,154.0,,Hebrew University of Jerusalem,,Economics,,[],False,True,,2.0,,[],[],[],[],,2025-12-10 21:54:54.555536
17658,126230,2.58,4.0,,,148.0,142.0,3.5,,,,,[],False,True,1.0,3.0,,"['University of North Dakota', 'North Dakota State University', 'Portland State University']",[],[],[],,2025-12-10 21:54:54.555536
17659,132007,,,,,,,,,Washington University in St. Louis,,,[],False,,,,,['Washington University in St. Louis'],[],['Washington University in St. Louis'],[],n.a.,2025-12-10 21:54:54.555536
17660,126234,3.6,4.0,3.8,4.0,170.0,750.0,,Top 5 Econ,Top 10 Econ,Statistics/CS,Applied Math,"['Calculus I', 'Calculus II', 'Calculus III', 'Linear Algebra', 'Differential Equations', 'Real Analysis I', 'Linear Optimization', 'Nonlinear Optimization', 'Combinatorial Optimization', 'Algorithms', 'Algorithmic Game Theory', 'Machine Learning', 'Complex Analysis', 'Stochastic Processes', 'Partial Differential Equations', 'Functional Analysis', 'Linear Algebra II', 'Real Analysis II', 'Time Series Analysis']",True,True,,,"1 from undergrad, 2 from Fed","['Berkeley', 'Top 5']",[],[],[],,2025-12-10 21:54:54.555536
17661,126254,,,,,130.0,,,,,,,['Mathematics for Economists'],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17662,126257,,,,,161.0,152.0,,,,,,[],False,,,,not able to produce such recommendations,[],[],[],[],,2025-12-10 21:54:54.555536
17663,126258,,,,,,,,,,,,[],,,,,,[],['Emory'],[],[],,2025-12-10 21:54:54.555536
17664,126260,,,,,,,,,,Applied Agriculture Economics,,['Real Analysis'],False,True,,6.0,Very strong writers based on relationships developed from six years of interacting,"['University of Colorado', 'University of Oregon', 'Emory University', 'University of Georgia']",[],['Top 40-50 schools'],[],,2025-12-10 21:54:54.555536
17665,126261,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17666,126263,,,,,164.0,,,,,,,"['math', 'stats', 'econ']",False,,,15.0,,[],[],[],[],,2025-12-10 21:54:54.555536
17667,126267,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17668,126272,,,,,161.0,,,,,,Finance,"['Business Stats', 'Managerial Economics']",False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17669,126278,4.0,4.0,,,,,,,,Mathematics,,"['Pre-calculus', 'Mathematical Analysis', 'Complex Math', 'Analytic Geometry', 'Linear Algebra', 'Multivariable Calculus', 'Differential Equations']",False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17670,126317,,,,,,,,mid-high ranked Australian University,,Economics,,"['Real Analysis 1', 'Linear Algebra 1', 'Optimization 1', 'Dynamical Systems 1', 'Measure theory', 'stochastics', 'utility theory', 'lebesgue integration', 'basic PDEs']",False,True,0.0,,,[],[],[],[],,2025-12-10 21:54:54.555536
17671,126320,3.95,4.0,,,163.0,166.0,,,,Economics,,"['Calculus', 'Intro Statistics', 'Real Analysis']",False,False,,,Expecting at least three great letters from relatively unknown professors,"['LSE', 'UCL', 'Barcelona GSE', 'Warwick']",[],[],[],,2025-12-10 21:54:54.555536
17672,126329,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17673,126331,,,,,,,,,,,,['advanced mathematics'],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17674,126332,,,,,,,,IIT Kharagpur,IIM Ahmedabad,Mechanical Engineering,PGDM,[],False,True,2.0,2.0,"2-3 IIM professors, one from the head of the policy research firm","['MIT Sloan', 'Stanford', 'Harvard', 'Booth', 'Wharton', 'Columbia', 'NYU Stern', 'Kellogg', 'Yale']",[],[],[],,2025-12-10 21:54:54.555536
17675,126333,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17676,126340,,,,,,,,,Dutch University,,,[],,,,,,[],['Dutch University'],[],[],with funding,2025-12-10 21:54:54.555536
17677,126358,,,,,,,4.5,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17678,132011,,,3.9,4.0,800.0,790.0,5.0,,UCSB,,,[],False,,,,,['UCSB'],[],['UCSB'],[],N/A,2025-12-10 21:54:54.555536
17679,126406,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17680,126407,,,,,,,,,CUNY,,,[],False,,,,,['Columbia'],['CUNY'],[],[],,2025-12-10 21:54:54.555536
17681,126414,,,,,,,,,,,,[],False,,,,,['Harvard'],[],[],[],,2025-12-10 21:54:54.555536
17682,126416,,,,,,,,,,,,[],,,,,,['Harvard'],[],[],[],,2025-12-10 21:54:54.555536
17683,126429,3.7,4.0,,,,,,,,Accounting,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17684,126421,,,,,,,,,,,,[],False,,,,6 letters of recommendation from former professors and a former Director with a Ph.D.,[],[],[],[],,2025-12-10 21:54:54.555536
17685,126422,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17686,126424,,,,,,,,,,Math,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17687,126431,3.1,4.0,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17688,126438,3.5,4.0,3.7,4.0,,,,Stern,,Finance,,[],False,,,20.0,,[],[],[],[],,2025-12-10 21:54:54.555536
17689,126453,4.0,4.0,4.0,4.0,,,,,,Technology Management,,[],False,True,1.0,,,[],[],[],[],,2025-12-10 21:54:54.555536
17690,126458,,,,,,,,,,,,[],True,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17691,126459,,,,,,,,,,,,[],True,,,12.0,,[],[],[],[],,2025-12-10 21:54:54.555536
17692,126462,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17693,126463,,,,,,,,,,,,[],True,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17694,126480,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17695,126483,3.54,4.0,,,,,,Bangladesh,,Economics,,[],False,,,,,"['Norway', 'Sweden']",[],[],[],,2025-12-10 21:54:54.555536
17696,126605,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17697,126484,3.54,4.0,,,,,,Bangladesh,Lund University,Economics,Economics,[],False,,,,,"['Lund University', 'Uppsala University', 'KTH Royal Institute of Technology', 'Stockholm School of Economics', 'Stockholm University', 'Umeå University']",[],[],[],scholarships available,2025-12-10 21:54:54.555536
17698,126526,3.9,4.0,,,153.0,166.0,3.5,Arizona,,Marketing & Media,,[],False,,,,great references,['NYU Stern'],[],[],[],,2025-12-10 21:54:54.555536
17699,126529,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
17700,126530,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 21:54:54.555536
